Wire:1, Value:0, Discovered faults:['1_s-a-1'] 
Wire:8, Value:0, Discovered faults:['8_s-a-1'] 
Wire:15, Value:1, Discovered faults:['15_s-a-0'] 
Wire:22, Value:0, Discovered faults:['22_s-a-1'] 
Wire:29, Value:0, Discovered faults:['29_s-a-1'] 
Wire:36, Value:1, Discovered faults:['36_s-a-0'] 
Wire:43, Value:1, Discovered faults:['43_s-a-0'] 
Wire:50, Value:0, Discovered faults:['50_s-a-1'] 
Wire:57, Value:1, Discovered faults:['57_s-a-0'] 
Wire:64, Value:1, Discovered faults:['64_s-a-0'] 
Wire:71, Value:1, Discovered faults:['71_s-a-0'] 
Wire:78, Value:1, Discovered faults:['78_s-a-0'] 
Wire:85, Value:0, Discovered faults:['85_s-a-1'] 
Wire:92, Value:0, Discovered faults:['92_s-a-1'] 
Wire:99, Value:0, Discovered faults:['99_s-a-1'] 
Wire:106, Value:0, Discovered faults:['106_s-a-1'] 
Wire:113, Value:1, Discovered faults:['113_s-a-0'] 
Wire:120, Value:0, Discovered faults:['120_s-a-1'] 
Wire:127, Value:0, Discovered faults:['127_s-a-1'] 
Wire:134, Value:0, Discovered faults:['134_s-a-1'] 
Wire:141, Value:0, Discovered faults:['141_s-a-1'] 
Wire:148, Value:0, Discovered faults:['148_s-a-1'] 
Wire:155, Value:0, Discovered faults:['155_s-a-1'] 
Wire:162, Value:0, Discovered faults:['162_s-a-1'] 
Wire:169, Value:0, Discovered faults:['169_s-a-1'] 
Wire:176, Value:1, Discovered faults:['176_s-a-0'] 
Wire:183, Value:0, Discovered faults:['183_s-a-1'] 
Wire:190, Value:1, Discovered faults:['190_s-a-0'] 
Wire:197, Value:0, Discovered faults:['197_s-a-1'] 
Wire:204, Value:0, Discovered faults:['204_s-a-1'] 
Wire:211, Value:0, Discovered faults:['211_s-a-1'] 
Wire:218, Value:1, Discovered faults:['218_s-a-0'] 
Wire:225, Value:1, Discovered faults:['225_s-a-0'] 
Wire:226, Value:1, Discovered faults:['226_s-a-0'] 
Wire:227, Value:1, Discovered faults:['227_s-a-0'] 
Wire:228, Value:1, Discovered faults:['228_s-a-0'] 
Wire:229, Value:0, Discovered faults:['229_s-a-1'] 
Wire:230, Value:0, Discovered faults:['230_s-a-1'] 
Wire:231, Value:1, Discovered faults:['231_s-a-0'] 
Wire:232, Value:1, Discovered faults:['232_s-a-0'] 
Wire:233, Value:0, Discovered faults:['233_s-a-1'] 
Wire:827, Value:1, Discovered faults:['113_4_s-a-0', '113_s-a-0', '141_2_s-a-1', '141_s-a-1', '15_3_s-a-0', '15_s-a-0', '169_4_s-a-1', '169_s-a-1', '197_4_s-a-1', '197_s-a-1', '1_3_s-a-1', '1_s-a-1', '22_1_s-a-1', '22_s-a-1', '254_1_s-a-1', '254_s-a-1', '269_1_s-a-0', '269_s-a-0', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '338_1_s-a-0', '338_s-a-0', '362_s-a-0', '363_s-a-0', '364_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '410_s-a-1', '412_s-a-0', '413_s-a-0', '426_1_s-a-1', '426_s-a-1', '429_2_s-a-0', '429_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '498_2_s-a-0', '498_s-a-0', '501_1_s-a-1', '501_s-a-1', '50_1_s-a-1', '50_s-a-1', '522_2_s-a-0', '522_s-a-0', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '558_1_s-a-0', '558_s-a-0', '571_s-a-1', '572_s-a-0', '573_s-a-0', '594_s-a-1', '602_3_s-a-0', '602_s-a-0', '607_1_s-a-1', '607_s-a-1', '654_1_s-a-0', '654_s-a-0', '666_1_s-a-0', '666_s-a-0', '690_s-a-1', '706_2_s-a-0', '706_s-a-0', '742_2_s-a-0', '742_s-a-0', '763_s-a-1', '782_1_s-a-0', '782_s-a-0', '806_2_s-a-1', '806_s-a-1', '827_s-a-0', '8_3_s-a-1', '8_s-a-1'] 
Wire:828, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:829, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_2_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '829_s-a-0', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:830, Value:1, Discovered faults:['127_4_s-a-1', '127_s-a-1', '155_4_s-a-1', '155_s-a-1', '183_4_s-a-1', '183_s-a-1', '211_4_s-a-1', '211_s-a-1', '418_s-a-0', '419_s-a-0', '420_s-a-0', '421_s-a-0', '510_2_s-a-1', '510_s-a-1', '513_2_s-a-1', '513_s-a-1', '598_s-a-0', '599_s-a-0', '660_2_s-a-1', '660_s-a-1', '830_s-a-0'] 
Wire:831, Value:0, Discovered faults:['127_4_s-a-1', '127_s-a-1', '155_4_s-a-1', '155_s-a-1', '15_3_s-a-0', '15_s-a-0', '183_4_s-a-1', '183_s-a-1', '1_3_s-a-1', '1_s-a-1', '211_4_s-a-1', '211_s-a-1', '22_1_s-a-1', '22_s-a-1', '233_7_s-a-1', '233_s-a-1', '260_1_s-a-1', '260_s-a-1', '269_1_s-a-0', '269_s-a-0', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '362_s-a-0', '363_s-a-0', '364_s-a-1', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '418_s-a-0', '419_s-a-0', '420_s-a-0', '421_s-a-0', '426_1_s-a-1', '426_s-a-1', '429_2_s-a-0', '429_s-a-0', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '510_2_s-a-1', '510_s-a-1', '513_2_s-a-1', '513_s-a-1', '522_2_s-a-0', '522_s-a-0', '571_s-a-1', '574_s-a-0', '575_s-a-0', '57_1_s-a-0', '57_s-a-0', '598_s-a-0', '599_s-a-0', '602_4_s-a-0', '602_s-a-0', '612_2_s-a-1', '612_s-a-1', '64_1_s-a-0', '64_s-a-0', '660_1_s-a-1', '660_s-a-1', '672_1_s-a-0', '672_s-a-0', '694_s-a-1', '712_2_s-a-0', '712_s-a-0', '71_1_s-a-0', '71_s-a-0', '748_2_s-a-0', '748_s-a-0', '767_s-a-1', '788_2_s-a-0', '788_s-a-0', '78_1_s-a-0', '78_s-a-0', '812_2_s-a-0', '812_s-a-0', '831_s-a-1', '8_3_s-a-1', '8_s-a-1'] 
Wire:832, Value:1, Discovered faults:['134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '422_s-a-0', '423_s-a-0', '424_s-a-0', '425_s-a-0', '516_2_s-a-1', '516_s-a-1', '519_2_s-a-1', '519_s-a-1', '600_s-a-0', '601_s-a-0', '663_2_s-a-1', '663_s-a-1', '832_s-a-0'] 
Wire:833, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '233_8_s-a-1', '233_s-a-1', '263_2_s-a-1', '263_s-a-1', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '50_1_s-a-1', '50_s-a-1', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '572_s-a-0', '573_s-a-0', '576_s-a-0', '577_s-a-0', '607_4_s-a-1', '607_s-a-1', '617_4_s-a-1', '617_s-a-1', '696_s-a-0', '697_s-a-0', '715_2_s-a-1', '715_s-a-1', '768_s-a-0', '769_s-a-0', '791_2_s-a-1', '791_s-a-1', '833_s-a-0', '85_3_s-a-1', '85_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:834, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '1_4_s-a-1', '1_s-a-1', '233_1_s-a-1', '233_s-a-1', '242_1_s-a-1', '242_s-a-1', '290_1_s-a-0', '290_s-a-0', '29_4_s-a-1', '29_s-a-1', '317_1_s-a-0', '317_s-a-0', '378_s-a-1', '380_s-a-0', '381_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '394_s-a-0', '395_s-a-0', '396_s-a-1', '450_2_s-a-0', '450_s-a-0', '453_1_s-a-1', '453_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '474_1_s-a-1', '474_s-a-1', '477_2_s-a-0', '477_s-a-0', '534_1_s-a-0', '534_s-a-0', '546_2_s-a-0', '546_s-a-0', '578_s-a-1', '57_4_s-a-0', '57_s-a-0', '580_s-a-0', '581_s-a-0', '587_s-a-1', '622_3_s-a-0', '622_s-a-0', '627_1_s-a-1', '627_s-a-1', '642_1_s-a-0', '642_s-a-0', '678_1_s-a-0', '678_s-a-0', '698_s-a-1', '718_2_s-a-0', '718_s-a-0', '730_2_s-a-0', '730_s-a-0', '755_s-a-1', '770_1_s-a-0', '770_s-a-0', '794_1_s-a-1', '794_2_s-a-1', '794_s-a-1', '818_s-a-0', '819_s-a-0', '834_s-a-1', '85_2_s-a-1', '85_s-a-1'] 
Wire:847, Value:1, Discovered faults:['169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '233_2_s-a-1', '233_s-a-1', '245_1_s-a-1', '245_s-a-1', '302_2_s-a-0', '302_s-a-0', '305_2_s-a-0', '305_s-a-0', '311_2_s-a-0', '311_s-a-0', '320_2_s-a-0', '320_s-a-0', '323_1_s-a-0', '323_s-a-0', '36_4_s-a-0', '36_s-a-0', '387_s-a-1', '389_s-a-1', '390_s-a-0', '391_s-a-0', '393_s-a-1', '399_s-a-1', '400_s-a-1', '462_1_s-a-0', '462_s-a-0', '465_1_s-a-0', '465_s-a-0', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '480_1_s-a-0', '480_s-a-0', '483_1_s-a-0', '483_s-a-0', '540_1_s-a-1', '540_2_s-a-1', '540_s-a-1', '543_2_s-a-0', '543_s-a-0', '549_1_s-a-1', '549_2_s-a-1', '549_s-a-1', '582_s-a-0', '583_s-a-0', '585_s-a-1', '588_s-a-0', '589_s-a-0', '632_1_s-a-1', '632_s-a-1', '637_3_s-a-0', '637_s-a-0', '645_1_s-a-1', '645_s-a-1', '64_4_s-a-0', '64_s-a-0', '681_2_s-a-0', '681_s-a-0', '701_s-a-1', '721_2_s-a-0', '721_s-a-0', '733_2_s-a-0', '733_s-a-0', '757_s-a-1', '773_2_s-a-0', '773_s-a-0', '797_2_s-a-0', '797_s-a-0', '821_s-a-1', '847_s-a-0', '8_2_s-a-1', '8_s-a-1', '92_2_s-a-1', '92_s-a-1'] 
Wire:860, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '15_2_s-a-0', '15_s-a-0', '169_1_s-a-1', '169_s-a-1', '176_3_s-a-0', '176_s-a-0', '183_1_s-a-1', '183_s-a-1', '190_3_s-a-0', '190_s-a-0', '233_3_s-a-1', '233_s-a-1', '248_1_s-a-1', '248_s-a-1', '290_1_s-a-0', '290_s-a-0', '302_2_s-a-0', '302_s-a-0', '305_2_s-a-0', '305_s-a-0', '326_1_s-a-1', '326_2_s-a-1', '326_s-a-1', '329_1_s-a-0', '329_s-a-0', '378_s-a-1', '380_s-a-0', '381_s-a-0', '387_s-a-1', '389_s-a-1', '402_s-a-0', '403_s-a-0', '404_s-a-1', '43_2_s-a-0', '43_s-a-0', '450_2_s-a-0', '450_s-a-0', '453_1_s-a-1', '453_s-a-1', '462_1_s-a-0', '462_s-a-0', '465_1_s-a-0', '465_s-a-0', '486_1_s-a-1', '486_s-a-1', '489_2_s-a-0', '489_s-a-0', '534_1_s-a-0', '534_s-a-0', '540_1_s-a-1', '540_2_s-a-1', '540_s-a-1', '552_2_s-a-0', '552_s-a-0', '578_s-a-1', '582_s-a-0', '583_s-a-0', '591_s-a-1', '622_4_s-a-0', '622_s-a-0', '632_2_s-a-1', '632_s-a-1', '648_1_s-a-0', '648_s-a-0', '684_1_s-a-0', '684_s-a-0', '702_s-a-1', '71_4_s-a-0', '71_s-a-0', '724_2_s-a-0', '724_s-a-0', '736_2_s-a-0', '736_s-a-0', '759_s-a-1', '776_1_s-a-0', '776_s-a-0', '800_1_s-a-1', '800_2_s-a-1', '800_s-a-1', '822_s-a-0', '823_s-a-0', '860_s-a-1', '99_2_s-a-1', '99_s-a-1'] 
Wire:873, Value:0, Discovered faults:['106_2_s-a-1', '106_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '197_3_s-a-1', '197_s-a-1', '204_3_s-a-1', '204_s-a-1', '211_1_s-a-1', '211_s-a-1', '218_3_s-a-0', '218_s-a-0', '22_4_s-a-1', '22_s-a-1', '233_4_s-a-1', '233_s-a-1', '251_1_s-a-1', '251_s-a-1', '311_2_s-a-0', '311_s-a-0', '335_1_s-a-0', '335_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '390_s-a-0', '391_s-a-0', '393_s-a-1', '406_s-a-0', '407_s-a-0', '408_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '468_1_s-a-1', '468_s-a-1', '471_2_s-a-0', '471_s-a-0', '492_1_s-a-1', '492_s-a-1', '495_2_s-a-0', '495_s-a-0', '50_4_s-a-1', '50_s-a-1', '543_2_s-a-0', '543_s-a-0', '555_2_s-a-0', '555_s-a-0', '580_s-a-0', '581_s-a-0', '585_s-a-1', '593_s-a-1', '627_2_s-a-1', '627_s-a-1', '637_4_s-a-0', '637_s-a-0', '651_1_s-a-0', '651_s-a-0', '687_2_s-a-0', '687_s-a-0', '705_s-a-1', '727_2_s-a-0', '727_s-a-0', '739_2_s-a-0', '739_s-a-0', '761_s-a-1', '779_1_s-a-0', '779_s-a-0', '78_4_s-a-0', '78_s-a-0', '803_1_s-a-1', '803_2_s-a-1', '803_s-a-1', '824_s-a-0', '825_s-a-0', '873_s-a-1'] 
Wire:886, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:899, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '233_8_s-a-1', '233_s-a-1', '263_2_s-a-1', '263_s-a-1', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '422_s-a-0', '423_s-a-0', '424_s-a-0', '425_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '50_1_s-a-1', '50_s-a-1', '516_2_s-a-1', '516_s-a-1', '519_2_s-a-1', '519_s-a-1', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '572_s-a-0', '573_s-a-0', '576_s-a-0', '577_s-a-0', '600_s-a-0', '601_s-a-0', '607_4_s-a-1', '607_s-a-1', '617_4_s-a-1', '617_s-a-1', '663_2_s-a-1', '663_s-a-1', '696_s-a-0', '697_s-a-0', '715_2_s-a-1', '715_s-a-1', '768_s-a-0', '769_s-a-0', '791_2_s-a-1', '791_s-a-1', '832_s-a-0', '833_s-a-0', '85_3_s-a-1', '85_s-a-1', '899_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:912, Value:1, Discovered faults:['127_4_s-a-1', '127_s-a-1', '155_4_s-a-1', '155_s-a-1', '15_3_s-a-0', '15_s-a-0', '183_4_s-a-1', '183_s-a-1', '1_3_s-a-1', '1_s-a-1', '211_4_s-a-1', '211_s-a-1', '22_1_s-a-1', '22_s-a-1', '233_7_s-a-1', '233_s-a-1', '260_1_s-a-1', '260_s-a-1', '269_1_s-a-0', '269_s-a-0', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '362_s-a-0', '363_s-a-0', '364_s-a-1', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '418_s-a-0', '419_s-a-0', '420_s-a-0', '421_s-a-0', '426_1_s-a-1', '426_s-a-1', '429_2_s-a-0', '429_s-a-0', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '510_2_s-a-1', '510_s-a-1', '513_2_s-a-1', '513_s-a-1', '522_2_s-a-0', '522_s-a-0', '571_s-a-1', '574_s-a-0', '575_s-a-0', '57_1_s-a-0', '57_s-a-0', '598_s-a-0', '599_s-a-0', '602_4_s-a-0', '602_s-a-0', '612_2_s-a-1', '612_s-a-1', '64_1_s-a-0', '64_s-a-0', '660_1_s-a-1', '660_s-a-1', '672_1_s-a-0', '672_s-a-0', '694_s-a-1', '712_2_s-a-0', '712_s-a-0', '71_1_s-a-0', '71_s-a-0', '748_2_s-a-0', '748_s-a-0', '767_s-a-1', '788_2_s-a-0', '788_s-a-0', '78_1_s-a-0', '78_s-a-0', '812_2_s-a-0', '812_s-a-0', '831_s-a-1', '8_3_s-a-1', '8_s-a-1', '912_s-a-0'] 
Wire:925, Value:0, Discovered faults:['113_4_s-a-0', '113_s-a-0', '141_2_s-a-1', '141_s-a-1', '15_3_s-a-0', '15_s-a-0', '169_4_s-a-1', '169_s-a-1', '197_4_s-a-1', '197_s-a-1', '1_3_s-a-1', '1_s-a-1', '22_1_s-a-1', '22_s-a-1', '254_1_s-a-1', '254_s-a-1', '269_1_s-a-0', '269_s-a-0', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '338_1_s-a-0', '338_s-a-0', '362_s-a-0', '363_s-a-0', '364_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '410_s-a-1', '412_s-a-0', '413_s-a-0', '426_1_s-a-1', '426_s-a-1', '429_2_s-a-0', '429_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '498_2_s-a-0', '498_s-a-0', '501_1_s-a-1', '501_s-a-1', '50_1_s-a-1', '50_s-a-1', '522_2_s-a-0', '522_s-a-0', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '558_1_s-a-0', '558_s-a-0', '571_s-a-1', '572_s-a-0', '573_s-a-0', '594_s-a-1', '602_3_s-a-0', '602_s-a-0', '607_1_s-a-1', '607_s-a-1', '654_1_s-a-0', '654_s-a-0', '666_1_s-a-0', '666_s-a-0', '690_s-a-1', '706_2_s-a-0', '706_s-a-0', '742_2_s-a-0', '742_s-a-0', '763_s-a-1', '782_1_s-a-0', '782_s-a-0', '806_1_s-a-1', '806_2_s-a-1', '806_s-a-1', '826_s-a-0', '827_s-a-0', '8_3_s-a-1', '8_s-a-1', '925_s-a-1'] 
Wire:834_1, Value:0, Discovered faults:['113_3_s-a-0', '113_s-a-0', '120_1_s-a-1', '120_s-a-1', '127_3_s-a-1', '127_s-a-1', '134_3_s-a-1', '134_s-a-1', '141_3_s-a-1', '141_s-a-1', '148_3_s-a-1', '148_s-a-1', '155_3_s-a-1', '155_s-a-1', '162_3_s-a-1', '162_s-a-1', '1_4_s-a-1', '1_s-a-1', '233_1_s-a-1', '233_s-a-1', '242_1_s-a-1', '242_s-a-1', '290_1_s-a-0', '290_s-a-0', '29_4_s-a-1', '29_s-a-1', '317_1_s-a-0', '317_s-a-0', '378_s-a-1', '380_s-a-0', '381_s-a-0', '382_s-a-0', '383_s-a-0', '384_s-a-0', '385_s-a-0', '394_s-a-0', '395_s-a-0', '396_s-a-1', '450_2_s-a-0', '450_s-a-0', '453_1_s-a-1', '453_s-a-1', '456_2_s-a-1', '456_s-a-1', '459_2_s-a-1', '459_s-a-1', '474_1_s-a-1', '474_s-a-1', '477_2_s-a-0', '477_s-a-0', '534_1_s-a-0', '534_s-a-0', '546_2_s-a-0', '546_s-a-0', '578_s-a-1', '57_4_s-a-0', '57_s-a-0', '580_s-a-0', '581_s-a-0', '587_s-a-1', '622_3_s-a-0', '622_s-a-0', '627_1_s-a-1', '627_s-a-1', '642_1_s-a-0', '642_s-a-0', '678_1_s-a-0', '678_s-a-0', '698_s-a-1', '718_2_s-a-0', '718_s-a-0', '730_2_s-a-0', '730_s-a-0', '755_s-a-1', '770_1_s-a-0', '770_s-a-0', '794_1_s-a-1', '794_2_s-a-1', '794_s-a-1', '818_s-a-0', '819_s-a-0', '834_1_s-a-1', '834_s-a-1', '85_2_s-a-1', '85_s-a-1'] 
